date,hash,message,author_name,url
2024-03-13T14:01:09Z,b79e28b2c30e7ef9b1f7ec6233eeb70a1a177231,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/b79e28b2c30e7ef9b1f7ec6233eeb70a1a177231
2024-03-13T11:25:50Z,8ffd5458ff850ae556069ed61ec111cefa0a31ea,"Make the attach-session description clearer - do not mention creating a
client which is not important, explicitly say the session must exist,
and mention new-session and new-session -A. Prompted by Theo.",nicm,https://github.com/tmux/tmux/commit/8ffd5458ff850ae556069ed61ec111cefa0a31ea
2024-03-07T00:01:10Z,b54e1fc4f73b34f3f9c671289fef8cbbc7771d9c,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/b54e1fc4f73b34f3f9c671289fef8cbbc7771d9c
2024-03-06T21:45:26Z,bdb6321229ac122c3c5f341b606f26cbee0d74df,Update lock.yml.,Nicholas Marriott,https://github.com/tmux/tmux/commit/bdb6321229ac122c3c5f341b606f26cbee0d74df
2024-03-06T21:32:39Z,bd29a48b56ae649d425fd6939d60f75d79d767da,"Check for the right flag to fix split-window -p, from Bryan Childs.",nicm,https://github.com/tmux/tmux/commit/bd29a48b56ae649d425fd6939d60f75d79d767da
2024-03-06T21:29:28Z,f3f1c3db58292f0899bb6cfe69b17b62d4368777,"Add missing headers, from Marvin Schmidt.",Nicholas Marriott,https://github.com/tmux/tmux/commit/f3f1c3db58292f0899bb6cfe69b17b62d4368777
2024-02-13T10:20:18Z,608d113486835515e7a89b1511704440c68ae817,next-3.5,Nicholas Marriott,https://github.com/tmux/tmux/commit/608d113486835515e7a89b1511704440c68ae817
2024-02-13T10:17:07Z,9ae69c3795ab5ef6b4d760f6398cd9281151f632,3.4.,Nicholas Marriott,https://github.com/tmux/tmux/commit/9ae69c3795ab5ef6b4d760f6398cd9281151f632
2024-02-13T10:01:10Z,0960862950476a5a519905487d731a8b843d07c2,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/0960862950476a5a519905487d731a8b843d07c2
2024-02-13T09:12:08Z,44ad25b3673cf9fddc92ed122e51cd9beb50d4f7,Update CHANGES.,Nicholas Marriott,https://github.com/tmux/tmux/commit/44ad25b3673cf9fddc92ed122e51cd9beb50d4f7
2024-02-13T08:10:23Z,40b97b1715182b0ab0274b0c402b34e2cba98f04,"Add two new values for the destroy-unattached option to destroy sessions
only if they are not members of sessions groups, from Mark Huang, GitHub
issue 3806.",nicm,https://github.com/tmux/tmux/commit/40b97b1715182b0ab0274b0c402b34e2cba98f04
2024-02-13T08:03:50Z,4bdb855020d266ea0a480a53e13c806fcaad9b45,"Do not allow paste into panes which have exited, from Romain Francoise
in GitHub issue 3830.",nicm,https://github.com/tmux/tmux/commit/4bdb855020d266ea0a480a53e13c806fcaad9b45
2024-01-22T18:01:09Z,ea7136fb838a2831d38e11ca94094cea61a01e3a,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/ea7136fb838a2831d38e11ca94094cea61a01e3a
2024-01-22T16:34:46Z,428f8a9b2884093b5f40b64797753871ddfa67b0,"Increase buffer size to avoid truncating styles, GitHub issue 3809 from
Ricardo Bittencourt.",nicm,https://github.com/tmux/tmux/commit/428f8a9b2884093b5f40b64797753871ddfa67b0
2024-01-17T10:59:07Z,84faada25b610dff7ab00ce97101e9bae30eb54c,Remove existing defines.,Nicholas Marriott,https://github.com/tmux/tmux/commit/84faada25b610dff7ab00ce97101e9bae30eb54c
2024-01-17T10:57:32Z,55d0abad892e472b6e6f130efaed48cf5c5145b5,Need htonll and ntohll.,Nicholas Marriott,https://github.com/tmux/tmux/commit/55d0abad892e472b6e6f130efaed48cf5c5145b5
2024-01-17T09:47:35Z,7d91b4b90b1eac9fe04a2fab22013bfbb9ff5ee1,htobe is not portable.,Nicholas Marriott,https://github.com/tmux/tmux/commit/7d91b4b90b1eac9fe04a2fab22013bfbb9ff5ee1
2024-01-17T09:41:53Z,66369416fc6a50a9800a875173f2af93ed9d5d4d,Update imsg.,Nicholas Marriott,https://github.com/tmux/tmux/commit/66369416fc6a50a9800a875173f2af93ed9d5d4d
2024-01-16T14:01:09Z,001e26d0bbca8aa53e091ee4a445c2953864fa04,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/001e26d0bbca8aa53e091ee4a445c2953864fa04
2024-01-16T13:09:11Z,2e39d698d2e6597f0c2c92bbbfd7213dca029b20,"Use imsg_get_fd() instead of direct access to imsg.fd

The change in proc.c can be further simplified once imsg_free() takes
care of unclaimed file descriptors.

OK nicm@",claudio,https://github.com/tmux/tmux/commit/2e39d698d2e6597f0c2c92bbbfd7213dca029b20
2024-01-03T19:17:10Z,e809c2ec359b0fd6151cf33929244b7a7d637119,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/e809c2ec359b0fd6151cf33929244b7a7d637119
2023-12-28T03:12:27Z,4266d3efc89cdf7d1af907677361caa24b58c9eb,Assignment should be inside SIXEL.,Nicholas Marriott,https://github.com/tmux/tmux/commit/4266d3efc89cdf7d1af907677361caa24b58c9eb
2023-12-27T20:42:01Z,40a20bc8ae800e9249037867c863111fcbfa2733,Only wrap pattern in *s if using a regular expression.,nicm,https://github.com/tmux/tmux/commit/40a20bc8ae800e9249037867c863111fcbfa2733
2023-12-27T20:23:59Z,f7bf7e9671d89ac8b249ea52b7660ead9f700b03,"Remove flags from the prefix before comparing with the received key so
that modifier keys with flags work correctly, GitHub issue 3764.",nicm,https://github.com/tmux/tmux/commit/f7bf7e9671d89ac8b249ea52b7660ead9f700b03
2023-12-27T20:20:50Z,008ecd45927681c6172ca1561eef1c6f4e7f57be,"groff apparently generates broken output for some common characters in
mdoc, so escaped versions have to be used instead. From Alexis
Hildebrandt in GitHub issue 3762.",nicm,https://github.com/tmux/tmux/commit/008ecd45927681c6172ca1561eef1c6f4e7f57be
2023-12-27T20:17:13Z,73a2b1208839ea32319616969616ef01b5511c9c,"Always initialize screen mode, GitHub issue 3750 from Ding Fei.",nicm,https://github.com/tmux/tmux/commit/73a2b1208839ea32319616969616ef01b5511c9c
2023-12-27T20:15:57Z,605bf21ff225c68d21577a94d423e9ec16158cdb,"Do not use NULL window, GitHub issue 3747.",Nicholas Marriott,https://github.com/tmux/tmux/commit/605bf21ff225c68d21577a94d423e9ec16158cdb
2023-12-27T20:13:35Z,f0284454079a23962dab96dc692bec39d346f0d6,"Correctly handle window ops with no pane, GitHub issue 3747.",nicm,https://github.com/tmux/tmux/commit/f0284454079a23962dab96dc692bec39d346f0d6
2023-11-14T22:01:09Z,bdf8e614af34ba1eaa8243d3a818c8546cb21812,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/bdf8e614af34ba1eaa8243d3a818c8546cb21812
2023-11-14T20:01:11Z,4dea352dee37c94a4cd25770a4df9fe24b1dc11b,Don't strdup NULL filename.,nicm,https://github.com/tmux/tmux/commit/4dea352dee37c94a4cd25770a4df9fe24b1dc11b
2023-11-14T18:01:10Z,151875d144e5c2b76502a2283cc38b04945b958f,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/151875d144e5c2b76502a2283cc38b04945b958f
2023-11-14T15:59:49Z,88fd1f00b8e2c2455df9d15bd0b0e0d0ef5044ac,"Handle NULL client (in config file) when showing a status message; also
copy the file when processing if-shell since it may be freed. GitHub
issue 3746.",nicm,https://github.com/tmux/tmux/commit/88fd1f00b8e2c2455df9d15bd0b0e0d0ef5044ac
2023-11-14T15:38:33Z,1a14d6d2e1c2a23544eefa6e5e65e05ee7e1aca7,Use SM 2026 for Sync which is more widely supported now.,nicm,https://github.com/tmux/tmux/commit/1a14d6d2e1c2a23544eefa6e5e65e05ee7e1aca7
2023-11-02T22:58:45Z,381c00a74ea1eb136a97c86da9a7713190b10a62,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/381c00a74ea1eb136a97c86da9a7713190b10a62
2023-11-02T10:38:14Z,5aadee6df4750a4c428fc7e7edc9e8e315c3f610,next-prompt can have 1 argument.,nicm,https://github.com/tmux/tmux/commit/5aadee6df4750a4c428fc7e7edc9e8e315c3f610
2023-11-01T10:37:41Z,a5545dbc9f576d8f324333942eda562f3b80beeb,"Allow attributes to have only two parameters, from Tim Culverhouse.",Nicholas Marriott,https://github.com/tmux/tmux/commit/a5545dbc9f576d8f324333942eda562f3b80beeb
2023-10-30T16:05:30Z,fdf465925e9b3cdd90c15a2f7fb475397f51b993,"Do not allow combined UTF-8 characters that are too long, GitHub issue
3729.",nicm,https://github.com/tmux/tmux/commit/fdf465925e9b3cdd90c15a2f7fb475397f51b993
2023-10-23T08:12:00Z,36e1ac65560a34c6fa381f821f6b1b733f9b6ed6,"Unzoom window at start of destroy so it doesn't happen later (when
destroying panes) after the layout has been freed, GitHub issue 3717.",nicm,https://github.com/tmux/tmux/commit/36e1ac65560a34c6fa381f821f6b1b733f9b6ed6
2023-10-17T09:55:32Z,ffa376edf7df3858ae8dc5f606a024c365c0f804,"Switch to tiparm_s (added in ncurses 6.4-20230424) instead of tparm,
which allows ncurses to validate the capabilities correctly.",nicm,https://github.com/tmux/tmux/commit/ffa376edf7df3858ae8dc5f606a024c365c0f804
2023-09-19T11:01:11Z,b77778072052c14d1450d2eb89542f2493121f84,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/b77778072052c14d1450d2eb89542f2493121f84
2023-09-19T08:35:44Z,347cd0b5f8a12a95bb85006be0210201c501d114,Fix a couple of mouse mode flag names.,nicm,https://github.com/tmux/tmux/commit/347cd0b5f8a12a95bb85006be0210201c501d114
2023-09-19T08:29:20Z,0ca28b362e1a84c500569011df5961dffdd94cd4,Add combined character test.,Nicholas Marriott,https://github.com/tmux/tmux/commit/0ca28b362e1a84c500569011df5961dffdd94cd4
2023-09-19T08:29:04Z,51b80b985e0a14c904100a20b72c1a3ada946577,Restore utf8proc code.,Nicholas Marriott,https://github.com/tmux/tmux/commit/51b80b985e0a14c904100a20b72c1a3ada946577
2023-09-15T11:33:33Z,789a98982eac63a02bb06fbd07a010fc2eec0e92,Reply to SMGRAPHICS.,Nicholas Marriott,https://github.com/tmux/tmux/commit/789a98982eac63a02bb06fbd07a010fc2eec0e92
2023-09-17T20:00:34Z,b202a2f1b517a3de7141fc35fbd9e39ed5ac5284,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/b202a2f1b517a3de7141fc35fbd9e39ed5ac5284
2023-09-16T16:18:29Z,7e79108f8a0d109b058f07cd84f17957f730432a,Remove next- and previous-prompt added in error. GitHub issue 3696.,nicm,https://github.com/tmux/tmux/commit/7e79108f8a0d109b058f07cd84f17957f730432a
2023-09-15T15:49:05Z,f09cde2542470e5c1a292cc6871c4f0e00cedde5,"Change UTF-8 combining to inspect the previous character at the cursor
position rather than keeping the last character from the input stream,
this is how most terminals work and fixes problems with displaying these
characters in vim. GitHub issue 3600.",nicm,https://github.com/tmux/tmux/commit/f09cde2542470e5c1a292cc6871c4f0e00cedde5
2023-09-15T09:01:11Z,9f9156c0303ad9c50fd44e0561ef0f5bb21a418b,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/9f9156c0303ad9c50fd44e0561ef0f5bb21a418b
2023-09-15T06:31:49Z,d394293ba59fc932085eb8c01592822a9b1ec1f7,"Add -t to source-file, GitHub issue 3473.",nicm,https://github.com/tmux/tmux/commit/d394293ba59fc932085eb8c01592822a9b1ec1f7
2023-09-14T15:01:10Z,c57a09269b2a40bc78cb03febb24acfdaddd7331,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/c57a09269b2a40bc78cb03febb24acfdaddd7331
2023-09-14T13:01:35Z,8191c587378b0bb6f9f6818b1d721cea56fe08ff,Reset combine flag only if text is actually processed.,nicm,https://github.com/tmux/tmux/commit/8191c587378b0bb6f9f6818b1d721cea56fe08ff
2023-09-08T09:01:10Z,f68d35c52962c095e81db0de28219529fd6f355e,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/f68d35c52962c095e81db0de28219529fd6f355e
2023-09-08T07:05:06Z,c02bc4dbe9692fb8f698509a35c3abccf895f263,"On second thoughts, do check DA2 for DECFRA and DECSLRM since that will
catch terminals that say they are VT520 even if we can't use DA1
(because of VTE).",nicm,https://github.com/tmux/tmux/commit/c02bc4dbe9692fb8f698509a35c3abccf895f263
2023-09-08T06:52:31Z,4872811ba78bd68c71d40b820065c093ed427970,"Use DECSLRM and DECFRA only at level 4 rather than checking the terminal
id.",nicm,https://github.com/tmux/tmux/commit/4872811ba78bd68c71d40b820065c093ed427970
2023-09-07T21:02:11Z,1a1290f30b21bcc07e64eb7cb837a3c522779685,Only remove images if reverse index actually scrolls.,Nicholas Marriott,https://github.com/tmux/tmux/commit/1a1290f30b21bcc07e64eb7cb837a3c522779685
2023-09-07T17:24:28Z,7be7ca7195dc6f4ef3000deabff0d34dfb4aa924,Shut autoconf up.,Nicholas Marriott,https://github.com/tmux/tmux/commit/7be7ca7195dc6f4ef3000deabff0d34dfb4aa924
2023-09-07T13:01:11Z,32197fa52dd53b7afbd0a175616278507a125db3,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/32197fa52dd53b7afbd0a175616278507a125db3
2023-09-07T10:21:46Z,9653a52a6a406a9c0b665bea5b706b571c6117be,"Use DECSLRM and DECFRA on terminals pretending to be VT520 or VT525 as
well as VT420.",nicm,https://github.com/tmux/tmux/commit/9653a52a6a406a9c0b665bea5b706b571c6117be
2023-09-07T09:01:10Z,d60c8942ce7f03cad01e5d920c622636739fcae1,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/d60c8942ce7f03cad01e5d920c622636739fcae1
2023-09-07T07:19:21Z,c99f9e92e0abaf5f359aa251b9ba677e136f1009,Accept 65 for VT525 as well.,nicm,https://github.com/tmux/tmux/commit/c99f9e92e0abaf5f359aa251b9ba677e136f1009
2023-09-04T09:01:10Z,e26356607e38cbb4676a7c91815ae2d5734443c3,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/e26356607e38cbb4676a7c91815ae2d5734443c3
2023-09-04T08:01:43Z,43e5e80343185e69a1b864fc48095ede0b898180,"Skip wrapped lines in top level search loop because they will be
combined in the inner loop (in window_copy_search_rl_regex and the
others), avoids searching the same text multiple times. Also add a line
length limit for regex searches. GitHub issue 3675.",nicm,https://github.com/tmux/tmux/commit/43e5e80343185e69a1b864fc48095ede0b898180
2023-09-02T21:01:09Z,1742138f0534d953f640308c924576dd2e189cd6,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/1742138f0534d953f640308c924576dd2e189cd6
2023-09-02T20:03:10Z,c767d62329597b9152c0e1b33ba2656be8e0bced,"Request terminal colours again on SIGWINCH but at most once every 30
seconds, GitHub issue 3582.",nicm,https://github.com/tmux/tmux/commit/c767d62329597b9152c0e1b33ba2656be8e0bced
2023-09-02T11:01:09Z,7ad29b98311b4961d203dc360e6a21f35dac9f97,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/7ad29b98311b4961d203dc360e6a21f35dac9f97
2023-09-02T09:17:23Z,d209fe9b1ef5cf135f86058942e3caa6f998038c,"Setulc only does RGB colour so add Setulc1 to do non-RGB colours, GitHub
issue 3627.",nicm,https://github.com/tmux/tmux/commit/d209fe9b1ef5cf135f86058942e3caa6f998038c
2023-09-02T08:38:37Z,c5542637d736424c3b73c6277bd70ac255762eaf,Set visited flag on last windows when linking session.,nicm,https://github.com/tmux/tmux/commit/c5542637d736424c3b73c6277bd70ac255762eaf
2023-09-01T19:01:10Z,e7c829fc67c9b037402ad1624139de33665fb96b,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/e7c829fc67c9b037402ad1624139de33665fb96b
2023-09-01T18:43:54Z,579829eef233ec927d9c71692fd880ddef66c2e7,"Only compare the actual size of the UTF-8 character, not all of it.",nicm,https://github.com/tmux/tmux/commit/579829eef233ec927d9c71692fd880ddef66c2e7
2023-09-01T18:37:27Z,3aa20f6e758a8f96841010d374ed24505d7d89ef,Use %05X not %08X.,Nicholas Marriott,https://github.com/tmux/tmux/commit/3aa20f6e758a8f96841010d374ed24505d7d89ef
2023-09-01T16:40:38Z,f78279bb2ef98ce7aa36928e461b3d0a98a6ddd9,Add missing -T to getopt string.,nicm,https://github.com/tmux/tmux/commit/f78279bb2ef98ce7aa36928e461b3d0a98a6ddd9
2023-09-01T16:13:55Z,a99d7c63148e7d60c4368a711f6e0e7ff101b56a,makefile: fixup bad merge,Thomas Adam,https://github.com/tmux/tmux/commit/a99d7c63148e7d60c4368a711f6e0e7ff101b56a
2023-09-01T16:09:41Z,cf1ed67fcca19503ee8737106a26e37f30671175,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/cf1ed67fcca19503ee8737106a26e37f30671175
2023-09-01T16:06:27Z,1aec420465eab1cf6e4666851f950621e006b26d,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/1aec420465eab1cf6e4666851f950621e006b26d
2023-09-01T16:01:54Z,16e4b3935904113bf21f0b9884b684008658e84a,Clear combine flag when a non-UTF-8 set of characters is encountered.,nicm,https://github.com/tmux/tmux/commit/16e4b3935904113bf21f0b9884b684008658e84a
2023-09-01T14:29:11Z,9456258ccc03a1a959cfb7d020011d751b39bb1b,"Rewrite combined character handling to be more consistent and to support
newer Unicode combined characters (which we have to ""know"" are combined
since they are not width zero). GitHub issue 3600.",nicm,https://github.com/tmux/tmux/commit/9456258ccc03a1a959cfb7d020011d751b39bb1b
2023-09-01T14:24:46Z,c41d59f232a7243bfff34ec3f02adc76fddc91b2,"Expand name before looking for window with -S, GitHub issue 3670.",nicm,https://github.com/tmux/tmux/commit/c41d59f232a7243bfff34ec3f02adc76fddc91b2
2023-09-01T13:54:27Z,d682ef88e6eab4d256adf441d29f8e873ea292da,Bump width and height to 10000.,Nicholas Marriott,https://github.com/tmux/tmux/commit/d682ef88e6eab4d256adf441d29f8e873ea292da
2023-09-01T13:48:54Z,c1e6e54e6ee9517dcb2f789d99bbf06c66b9dc44,"Add detach-on-destroy previous and next, mostly from Alexis Hildebrandt.",nicm,https://github.com/tmux/tmux/commit/c1e6e54e6ee9517dcb2f789d99bbf06c66b9dc44
2023-08-26T19:57:44Z,62f657845ef6229b2f1a78fbceb8f3b2a736227e,"Fix merge error, from Jakub Łukasiewicz.",Nicholas Marriott,https://github.com/tmux/tmux/commit/62f657845ef6229b2f1a78fbceb8f3b2a736227e
2023-08-23T19:55:23Z,a9841a6d1e1e58d3568b39eaeb0f4846a15b8e3d,portable: fixup merge,Thomas Adam,https://github.com/tmux/tmux/commit/a9841a6d1e1e58d3568b39eaeb0f4846a15b8e3d
2023-08-23T19:37:42Z,70ecf17f857837d399a2cb641fa9628a12615cb3,Merge branch 'obsd-master',Thomas Adam,https://github.com/tmux/tmux/commit/70ecf17f857837d399a2cb641fa9628a12615cb3
2023-08-23T08:40:25Z,71d453f169ffac345db3e4c82f4409fc41091002,"Add -c to run-shell to set working directory, from someone in GitHub
issue 3661.",nicm,https://github.com/tmux/tmux/commit/71d453f169ffac345db3e4c82f4409fc41091002
2023-08-23T08:30:20Z,071849f82f64d686a0d5eb93e0abb751056476ae,Improve logging of SIXEL parsing errors.,Nicholas Marriott,https://github.com/tmux/tmux/commit/071849f82f64d686a0d5eb93e0abb751056476ae
2023-08-23T08:30:07Z,52084b2948032db4de728f4fc690760345a40ef2,Log what input_dcs_dispatch does with the input data.,nicm,https://github.com/tmux/tmux/commit/52084b2948032db4de728f4fc690760345a40ef2
